ArTId;ArTVersion;ArTCreated;ArTChanged;FournisseurId;FournisseurName;ArTName;ArTXEpsg2154;ArTYEpsg2154;ArRId;ArTType;ArTPrivateCode;ArTFareZone;ArTAccessibility;ArTAudibleSignals;ArTVisualSigns;ArTTown;ArTPostalRegion;ArTGeopoint
50126022;1364355-1365373;2018-04-11T22:17:19+02:00;2021-12-22T23:10:10+01:00;59;RATP;DOCTEUR RAMPON;654809;6878578;8280;bus;7978;4;true;unknown;unknown;Villiers-le-Bel;95680;49.00552601279326,2.3823266313166656
50126090;1364338-1325230;2018-04-11T22:07:03+02:00;2021-12-22T23:09:54+01:00;59;RATP;RUE DES ARTISTES;652523;6842439;29779;bus;8067;4;false;unknown;unknown;Savigny-sur-Orge;91589;48.6803629235414,2.3551167866620477
50126140;1364332-1370844;2018-04-11T22:07:00+02:00;2021-12-22T23:09:49+01:00;59;RATP;CIMETIERE DU PLATEAU;652202;6844395;37850;bus;8129;4;false;unknown;unknown;Savigny-sur-Orge;91589;48.697931960729406,2.3505382992163186
50126150;1364328-1368713;2018-04-11T22:52:55+02:00;2021-12-22T23:09:44+01:00;59;RATP;RUE DU BAS MARIN;654658;6850650;36729;bus;8139;3;true;unknown;unknown;Thiais;94073;48.75436624197738,2.3832443075355556
50126204;1364317-27827;2018-04-11T19:08:22+02:00;2021-12-22T23:09:35+01:00;59;RATP;LA SABLIERE;662638;6865812;27827;bus;8224;3;true;unknown;unknown;Bondy;93010;48.89123376802555,2.490456538601545
50126219;1364316-1365672;2018-04-11T22:07:18+02:00;2021-12-22T23:09:34+01:00;59;RATP;GABRIEL FONTAINE;650587;6845410;8312;bus;8243;4;true;unknown;unknown;Morangis;91432;48.70693947843949,2.328478027811826
50126233;1364315-1377407;2018-04-11T00:16:55+02:00;2021-12-22T23:09:33+01:00;59;RATP;EUROPE;644270;6869703;23694;bus;8259;3;true;unknown;unknown;Colombes;92025;48.924895200376696,2.239455340507646
50126264;1364309-1366265;2018-04-11T00:16:45+02:00;2021-12-22T23:09:27+01:00;59;RATP;HOPITAL LOUIS MOURIER;644052;6869545;27187;bus;8297;3;true;unknown;unknown;Colombes;92025;48.923455508617195,2.2365013380596435
50141494;1364307-1365527;2018-04-11T19:46:12+02:00;2021-12-22T23:09:26+01:00;59;RATP;AUGUSTE POLISSARD;661896;6867501;36523;bus;8608;3;true;unknown;unknown;Bondy;93010;48.90637890125857,2.4801857861259564
50141511;1364305-1333836;2018-04-11T19:45:50+02:00;2021-12-22T23:09:24+01:00;59;RATP;EMILE ZOLA;667500;6867552;7947;bus;8640;4;true;unknown;unknown;Clichy-sous-Bois;93014;48.90714488678805,2.556629820763876
50141591;1364300-1365308;2018-04-11T00:48:21+02:00;2021-12-22T23:09:19+01:00;59;RATP;LES CLIQUETS;641112;6861405;36877;bus;8769;3;true;unknown;unknown;Garches;92033;48.84999421715669,2.1975119888588694
50141599;1364299-1368716;2018-04-11T00:48:36+02:00;2021-12-22T23:09:18+01:00;59;RATP;GARE DE GARCHES - MARNES LA COQUETTE;640233;6860137;34224;bus;8777;3;true;unknown;unknown;Garches;92033;48.83851037097257,2.1857125676467497
50141617;1364294-1366859;2018-04-11T22:19:30+02:00;2021-12-22T23:09:13+01:00;59;RATP;LES FLANADES;654523;6875334;29477;bus;8800;4;true;unknown;unknown;Sarcelles;95585;48.97633637855977,2.378766555878161
50141710;1364290-1352622;2018-04-11T23:21:15+02:00;2021-12-22T23:09:08+01:00;59;RATP;LURCAT - LUISETTE;653807;6854024;23263;bus;8965;3;false;unknown;unknown;Villejuif;94076;48.78465036872879,2.3713038308161107
50141846;1364283-1032387;2018-04-11T19:26:42+02:00;2021-12-22T23:09:00+01:00;59;RATP;LUTHER KING;665724;6872135;19052;bus;10202;4;true;unknown;unknown;Sevran;93071;48.94826524189234,2.532031367447662
50141887;1364280-1210801;2018-04-11T19:27:10+02:00;2021-12-22T23:08:57+01:00;59;RATP;LYON;648177;6873034;412158;bus;10784;4;true;unknown;unknown;Épinay-sur-Seine;93031;48.95517462623527,2.2923636539760137
50142199;1364272-30174;2018-04-11T23:23:12+02:00;2021-12-22T23:08:50+01:00;59;RATP;RUE DES JARDINS;651122;6853621;30174;bus;12028;3;true;unknown;unknown;L'Haÿ-les-Roses;94038;48.78082814250549,2.334808318298899
50142200;1364271-1366812;2018-04-11T23:23:21+02:00;2021-12-22T23:08:49+01:00;59;RATP;LECLERC - CHALAIS;650902;6852882;23394;bus;12031;3;true;unknown;unknown;L'Haÿ-les-Roses;94038;48.774165226387474,2.3318995234268707
50142395;1364264-1324957;2018-04-11T22:09:07+02:00;2021-12-22T23:08:42+01:00;59;RATP;COLLEGE LES GATINES;650929;6842978;423698;bus;12539;4;false;unknown;unknown;Savigny-sur-Orge;91589;48.68509176957627,2.3334045875104747
50142484;1364261-1365443;2018-04-11T22:18:25+02:00;2021-12-22T23:08:39+01:00;59;RATP;LA JUSTICE;651792;6882102;413224;bus;12759;4;false;unknown;unknown;Domont;95199;49.036992852331174,2.340689782395222
50142490;1364260-1374331;2018-04-11T00:38:36+02:00;2021-12-22T23:08:38+01:00;59;RATP;JOFFRE;640258;6860258;34227;bus;12776;3;true;unknown;unknown;Garches;92033;48.83960082662643,2.186036159619208
50142628;1364257-1365834;2018-04-11T23:16:13+02:00;2021-12-22T23:08:36+01:00;59;RATP;CERISAIE;650613;6850534;18798;bus;13096;3;true;unknown;unknown;Fresnes;94034;48.753026139802095,2.328238954889603
50142632;1364256-1365539;2018-04-11T23:16:06+02:00;2021-12-22T23:08:35+01:00;59;RATP;LA GRANGE;651930;6850053;25223;bus;13100;3;true;unknown;unknown;Rungis;94065;48.7487995766558,2.346206103953846
50142658;1364252-1365741;2018-04-11T19:23:19+02:00;2021-12-22T23:08:30+01:00;59;RATP;ALTRINCHAM - LENINE;659607;6872112;19127;bus;13218;3;true;unknown;unknown;Le Blanc-Mesnil;93007;48.94770333809343,2.4485209543779844
50142700;1364249-1398204;2018-04-11T22:18:19+02:00;2021-12-22T23:08:27+01:00;59;RATP;LA GRACE DE DIEU;642473;6869940;21511;bus;13317;4;true;unknown;unknown;Bezons;95063;48.92686819776949,2.214901201016011
50142722;1364248-1253534;2018-04-11T19:13:25+02:00;2021-12-22T23:08:26+01:00;59;RATP;VOLTAIRE;658447;6868403;427607;bus;13359;3;true;unknown;unknown;Drancy;93029;48.914276751343955,2.4330477788396143
50142789;1364241-1365912;2018-04-11T19:14:28+02:00;2021-12-22T23:08:18+01:00;59;RATP;CIMETIERE PARISIEN;651940;6867767;15138;bus;13489;2;true;unknown;unknown;Saint-Ouen;93070;48.9081045155022,2.3443416443788654
50142825;1364231-1352779;2018-04-11T19:15:09+02:00;2021-12-22T23:08:08+01:00;59;RATP;LYCEE PAUL ELUARD;653458;6871468;419524;bus;13565;3;true;unknown;unknown;Saint-Denis;93066;48.9414967935079,2.3646437890886625
50142859;1364223-1377339;2018-04-11T19:11:25+02:00;2021-12-22T23:08:00+01:00;59;RATP;LYCEE DE PIERREFITTE-SUR-SEINE;653782;6872712;413199;bus;13667;3;true;unknown;unknown;Pierrefitte-sur-Seine;93059;48.95270642353118,2.368930884609378
50142920;1364220-1366809;2018-04-11T00:32:59+02:00;2021-12-22T23:07:56+01:00;59;RATP;LE MOULIN;643605;6865184;39450;bus;13765;3;true;unknown;unknown;Puteaux;92062;48.884200645522895,2.2309812813298606
50142946;1364219-1366077;2018-04-11T00:33:19+02:00;2021-12-22T23:07:56+01:00;59;RATP;DUMONT D'URVILLE - BELGIQUE;644374;6867748;23743;bus;13846;3;true;unknown;unknown;La Garenne-Colombes;92035;48.907324240547126,2.2411309343967685
50143019;1364215-1354299;2018-04-11T23:10:02+02:00;2021-12-22T23:07:52+01:00;59;RATP;MAIRIE DU KREMLIN-BICETRE;652867;6857111;37157;bus;14007;2;true;unknown;unknown;Le Kremlin-Bicêtre;94043;48.812344930919764,2.3581692957019893
50143047;1364212-1369302;2018-04-11T23:10:52+02:00;2021-12-22T23:07:49+01:00;59;RATP;ALOUETTES;654267;6850485;8307;bus;14052;4;true;unknown;unknown;Thiais;94073;48.752854687481886,2.3779437061473736
50143091;1364203-1366999;2018-04-11T00:36:34+02:00;2021-12-22T23:07:41+01:00;59;RATP;MERCIERES;646721;6870880;2137;bus;14121;3;true;unknown;unknown;Gennevilliers;92036;48.93568666752474,2.272754154939013
50143099;1364202-1305868;2018-04-11T22:08:58+02:00;2021-12-22T23:07:40+01:00;59;RATP;SAVIGNY-SUR-ORGE RER;652250;6841972;472680;bus;14216;4;false;unknown;unknown;Savigny-sur-Orge;91589;48.6761424715605,2.351460873926258
50143446;1364183-29766;2018-04-11T22:07:27+02:00;2021-12-22T23:07:23+01:00;59;RATP;THIERS;653825;6843977;29766;bus;15445;4;false;unknown;unknown;Juvisy-sur-Orge;91326;48.69429041828371,2.3726352080882385
50143449;1364181-1333151;2018-04-11T22:07:28+02:00;2021-12-22T23:07:21+01:00;59;RATP;ECOLE JEAN JAURES;653519;6843890;35903;bus;15453;4;true;unknown;unknown;Juvisy-sur-Orge;91326;48.69348598311868,2.3684873150739505
50143638;1364176-1366675;2018-04-11T01:00:42+02:00;2021-12-22T23:07:16+01:00;59;RATP;JOIGNEAUX - CAMUS;646112;6868065;24239;bus;15882;3;true;unknown;unknown;Bois-Colombes;92009;48.91032268724875,2.2647996728114297
50143762;1364172-1366957;2018-04-11T19:10:08+02:00;2021-12-22T23:07:12+01:00;59;RATP;LOUIS BLERIOT;659034;6872023;29908;bus;16216;3;true;unknown;unknown;Le Blanc-Mesnil;93007;48.94686678737406,2.440706745050218
50144085;1364155-1353817;2018-04-11T22:07:57+02:00;2021-12-22T23:06:56+01:00;59;RATP;PLACE DE L'EGLISE;655076;6845567;8385;bus;16935;4;true;unknown;unknown;Athis-Mons;91027;48.708679322976195,2.389464424818248
50144087;1364154-783618;2018-04-11T22:07:57+02:00;2021-12-22T23:06:55+01:00;59;RATP;CLOS NOLLET;655334;6845981;2649;bus;16937;4;true;unknown;unknown;Athis-Mons;91027;48.71242076931145,2.392927356229308
50144090;1364152-1365399;2018-04-11T22:07:55+02:00;2021-12-22T23:06:53+01:00;59;RATP;CARON;656674;6846783;35908;bus;16940;4;true;unknown;unknown;Athis-Mons;91027;48.71972528200529,2.4110578232221487
50144114;1364149-1335831;2018-04-11T22:07:49+02:00;2021-12-22T23:06:51+01:00;59;RATP;LA POSTE;654803;6845308;8386;bus;16966;4;true;unknown;unknown;Athis-Mons;91027;48.706330804661924,2.3857817716265153
50144133;1364144-35899;2018-04-11T22:08:01+02:00;2021-12-22T23:06:46+01:00;59;RATP;PLACE GUYNEMER;652765;6844424;35899;bus;16998;4;true;unknown;unknown;Juvisy-sur-Orge;91326;48.69823419573954,2.3581845951432703
50144441;1364135-1365593;2018-04-11T19:07:23+02:00;2021-12-22T23:06:37+01:00;59;RATP;MAISON DE QUARTIER - POMMIERS;656880;6865207;23591;bus;22199;2;true;unknown;unknown;Pantin;93055;48.88543329483531,2.411993007479126
50144447;1364134-1365361;2018-04-11T19:07:22+02:00;2021-12-22T23:06:36+01:00;59;RATP;LA REMISE A JORELLE;662455;6866238;27923;bus;22220;3;false;unknown;unknown;Bondy;93010;48.89505402199947,2.4879231755556224
50144613;1364129-1366329;2018-04-11T19:06:42+02:00;2021-12-22T23:06:31+01:00;59;RATP;JEAN-BAPTISTE CLEMENT - JAURES;663367;6867443;27672;bus;25810;4;true;unknown;unknown;Les Pavillons-sous-Bois;93057;48.90594273097088,2.500257607665953
50144725;1364118-1365196;2018-04-11T22:49:10+02:00;2021-12-22T23:06:21+01:00;59;RATP;AVARA - GYMNASE VALLEE AUX RENARDS;650267;6851954;36635;bus;27354;3;true;unknown;unknown;Fresnes;94034;48.76577056003535,2.323367393546483
50144726;1364117-1365837;2018-04-11T22:49:10+02:00;2021-12-22T23:06:20+01:00;59;RATP;CHALAIS - THERESE;650602;6852006;23396;bus;27356;3;true;unknown;unknown;L'Haÿ-les-Roses;94038;48.76626395847867,2.3279189282118367
50144759;1364114-1364733;2018-04-11T00:51:33+02:00;2021-12-22T23:06:16+01:00;59;RATP;PIERRE BROSSOLETTE - AUGUSTIN DUMONT;649034;6857588;483398;bus;27642;2;true;unknown;unknown;Malakoff;92046;48.81634309756261,2.305919148958061
50144948;1364109-1365989;2018-04-11T00:58:58+02:00;2021-12-22T23:06:12+01:00;59;RATP;COURBEVOIE - EUROPE;645522;6867406;36808;bus;32860;3;true;unknown;unknown;Courbevoie;92026;48.90434702797493,2.256835321797246
50145001;1364107-1367002;2018-04-11T19:08:01+02:00;2021-12-22T23:06:09+01:00;59;RATP;MONMOUSSEAU - RENELLE;655166;6872177;39826;bus;35261;4;true;unknown;unknown;Stains;93072;48.947993588868385,2.3878841346546946
50145192;1364094-1364852;2018-04-11T22:51:27+02:00;2021-12-22T23:05:52+01:00;59;RATP;PASTEUR;649897;6851279;10449;bus;38845;3;true;unknown;unknown;Fresnes;94034;48.75967124391341,2.3184129487708662
50145200;1364090-1364739;2018-04-11T22:51:47+02:00;2021-12-22T23:05:48+01:00;59;RATP;ALLEE DU PLATEAU;651095;6851800;37205;bus;38884;3;true;unknown;unknown;Fresnes;94034;48.764448824272264,2.3346497021072397
50145222;1364089-1365461;2018-04-11T22:51:22+02:00;2021-12-22T23:05:47+01:00;59;RATP;THIBAUDES;650284;6850186;27956;bus;40164;3;true;unknown;unknown;Fresnes;94034;48.74987106981765,2.323804655405961
50145235;1364084-1367071;2018-04-11T00:56:36+02:00;2021-12-22T23:05:42+01:00;59;RATP;MONT VALERIEN;642258;6863685;10445;bus;40543;3;false;unknown;unknown;Suresnes;92073;48.87060136672616,2.212818167227195
50145236;1364083-1365815;2018-04-11T00:56:34+02:00;2021-12-22T23:05:41+01:00;59;RATP;BUFFON.;641964;6863615;24741;bus;40544;3;false;unknown;unknown;Rueil-Malmaison;92063;48.86994545689484,2.2088199698250333
50145250;1364081-1366899;2018-04-11T00:56:01+02:00;2021-12-22T23:05:38+01:00;59;RATP;LES PINCE-VINS;638289;6862751;24762;bus;40568;3;true;unknown;unknown;Rueil-Malmaison;92063;48.86183420389219,2.158849406898787
50145282;1364078-1306799;2018-04-11T01:17:43+02:00;2021-12-22T23:05:35+01:00;59;RATP;ASNIERES - GENNEVILLIERS - LES COURTILLES;647530;6870384;41995;bus;43101;3;true;unknown;unknown;Gennevilliers;92036;48.93129302561643,2.2838576055582718
50145509;1364072-1365711;2018-04-11T01:16:54+02:00;2021-12-22T23:05:28+01:00;59;RATP;19-janv;640605;6862905;26244;bus;51444;3;true;unknown;unknown;Rueil-Malmaison;92063;48.86343678340195,2.1903938233579927
50145678;1364070-1362712;2018-04-11T23:19:32+02:00;2021-12-22T23:05:27+01:00;59;RATP;CHOISY SUD;656817;6850555;36700;bus;57761;3;true;unknown;unknown;Choisy-le-Roi;94022;48.753659890832616,2.412620184877171
50145682;1364068-1365458;2018-04-11T23:19:00+02:00;2021-12-22T23:05:24+01:00;59;RATP;CHARLES JULES VAILLANT;656921;6851098;23257;bus;57785;3;true;unknown;unknown;Choisy-le-Roi;94022;48.75855045256896,2.4139799382822793
50145732;1364063-1372815;2018-04-11T19:26:46+02:00;2021-12-22T23:05:20+01:00;59;RATP;MARCHE DE SAINT-DENIS-TRAMWAY;652781;6871131;40026;bus;58441;3;true;unknown;unknown;Saint-Denis;93066;48.93841707274973,2.3554398565180596
50145908;1364061-1360638;2018-04-11T01:28:00+02:00;2021-12-22T23:05:18+01:00;59;RATP;RUEIL-MALMAISON RER;639190;6865593;40093;bus;60906;3;true;unknown;unknown;Rueil-Malmaison;92063;48.8874767612042,2.1707227444504604
50146115;1364044-1271395;2018-04-11T19:42:59+02:00;2021-12-22T23:05:01+01:00;59;RATP;ALCIDE D'ORBIGNY;653377;6874121;28965;bus;63294;4;true;unknown;unknown;Pierrefitte-sur-Seine;93059;48.96534701986336,2.363246040336721
50146261;1364041-40423;2018-04-11T23:27:43+02:00;2021-12-22T23:04:58+01:00;59;RATP;STADE MIMOUN;655807;6850474;40423;bus;65279;3;true;unknown;unknown;Thiais;94073;48.75286303276375,2.3988909680087684
50146778;1364026-1180166;2018-08-07T19:28:37+02:00;2021-12-22T23:04:43+01:00;59;RATP;RUE DE LA STATION;645930;6869223;462076;bus;69371;3;false;unknown;unknown;Colombes;92025;48.920720546224665,2.2621691494942513
50147270;1364021-885276;2019-07-12T18:04:42+02:00;2021-12-22T23:04:38+01:00;59;RATP;PROVENCE;636875;6856826;4212;bus;69885;4;false;unknown;unknown;Versailles;78646;48.80841456227131,2.140456496436916
50142273;1362552-1362697;2018-04-12T13:42:53+02:00;2021-12-15T23:04:43+01:00;59;RATP;ROND-POINT DES CHAMPS-ELYSEES;649352;6863364;23453;bus;12347;1;true;unknown;unknown;Paris 8e;75108;48.86831161288985,2.309561832842418
50149206;1361962-1368805;2021-12-13T02:00:00+01:00;2021-12-14T16:25:44+01:00;59;RATP;Bagneux - Lucie Aubrac;649869;6856158;483314;metro;10081240;3;false;true;true;Bagneux;92007;48.803548221642515,2.3174583620498854
50141393;1361817-1362014;2018-04-11T23:26:32+02:00;2021-12-13T23:03:51+01:00;59;RATP;LA BRIQUETERIE;654152;6856635;24375;bus;8472;2;true;unknown;unknown;Ivry-sur-Seine;94041;48.80815677530739,2.375718209278221
50144096;1361799-1250959;2018-04-11T22:07:44+02:00;2021-12-13T23:03:32+01:00;59;RATP;COTTAGE;655309;6845205;35912;bus;16946;4;true;unknown;unknown;Athis-Mons;91027;48.705439612361914,2.3926687039270793
50144103;1361794-29996;2018-04-11T22:07:43+02:00;2021-12-13T23:03:28+01:00;59;RATP;TROIS ORMES;654078;6844641;29996;bus;16953;4;true;unknown;unknown;Athis-Mons;91027;48.70028058554614,2.3760012026813078
50144135;1361779-923751;2018-04-11T22:08:01+02:00;2021-12-13T23:03:15+01:00;59;RATP;CIMETIERE D'ATHIS-MONS;655038;6845815;413388;bus;17000;4;false;unknown;unknown;Athis-Mons;91027;48.71090721551962,2.388921927210349
50144357;1361777-1365415;2018-04-11T22:06:31+02:00;2021-12-13T23:03:13+01:00;59;RATP;RUE D'ABLON;656539;6846800;35906;bus;20408;4;true;unknown;unknown;Athis-Mons;91027;48.71986911029979,2.4092210707485364
50125102;1360945-902132;2018-04-11T22:48:48+02:00;2021-12-08T23:07:07+01:00;59;RATP;DOMAINE CHERIOUX;653497;6853374;427370;bus;6559;3;false;unknown;unknown;Chevilly-Larue;94021;48.77878230876671,2.3671557473272147
50125976;1360930-23244;2018-04-11T22:55:33+02:00;2021-12-08T23:06:53+01:00;59;RATP;POITOU;652843;6853123;23244;bus;7926;3;true;unknown;unknown;L'Haÿ-les-Roses;94038;48.776477457561526,2.358283821399089
50126068;1360926-1325087;2018-04-11T22:07:22+02:00;2021-12-08T23:06:50+01:00;59;RATP;LES PEUPLIERS;651958;6843044;29770;bus;8039;4;false;unknown;unknown;Savigny-sur-Orge;91589;48.68576270314795,2.347374783663046
50126094;1360919-1325264;2018-04-11T22:07:03+02:00;2021-12-08T23:06:43+01:00;59;RATP;MARGUERITES - SALVADOR ALLENDE;651221;6842813;28603;bus;8071;4;false;unknown;unknown;Savigny-sur-Orge;91589;48.68362982488628,2.337389825949112
50126103;1360914-19859;2018-04-11T22:07:09+02:00;2021-12-08T23:06:39+01:00;59;RATP;LE MONTOIRE;651195;6844174;19859;bus;8080;4;false;unknown;unknown;Morangis;91432;48.69586897314962,2.336881406257285
50126125;1360909-1325193;2018-04-11T22:06:58+02:00;2021-12-08T23:06:35+01:00;59;RATP;PLACE LUCIEN BOILLEAU;651100;6845184;19862;bus;8113;4;false;unknown;unknown;Morangis;91432;48.70494585256647,2.3354752065109246
50126175;1360906-562357;2018-04-11T22:07:15+02:00;2021-12-08T23:06:33+01:00;59;RATP;MARTINIERE;651901;6841809;413372;bus;8175;4;false;unknown;unknown;Savigny-sur-Orge;91589;48.67465052068669,2.346739296447534
50126181;1360901-29769;2018-04-11T22:07:12+02:00;2021-12-08T23:06:29+01:00;59;RATP;LES PEUPLIERS;651925;6843017;29769;bus;8182;4;false;unknown;unknown;Savigny-sur-Orge;91589;48.68551740451283,2.3469295499580403
50126182;1360900-1365515;2018-04-11T22:07:11+02:00;2021-12-08T23:06:28+01:00;59;RATP;MARCHE DE SAVIGNY-SUR-ORGE;652418;6843165;423701;bus;8183;4;false;unknown;unknown;Savigny-sur-Orge;91589;48.6868850391527,2.353609905130314
50126189;1360899-1383994;2018-04-11T22:07:09+02:00;2021-12-08T23:06:27+01:00;59;RATP;PORTE DE L'ESSONNE;653795;6846206;29864;bus;8191;4;false;unknown;unknown;Athis-Mons;91027;48.714336178404764,2.3719867663221543
50143977;1360879-1332301;2018-04-11T01:08:07+02:00;2021-12-08T23:06:09+01:00;59;RATP;ROBINSON RER;647205;6853565;40170;bus;16711;3;true;unknown;unknown;Sceaux;92071;48.780015850133815,2.2815107529980163
50144048;1360877-1349132;2018-04-11T22:57:48+02:00;2021-12-08T23:06:07+01:00;59;RATP;EMILE ZOLA;653770;6856067;29888;bus;16890;3;true;unknown;unknown;Villejuif;94076;48.80302128771196,2.370578636384875
50144387;1360872-1328875;2018-04-11T22:50:31+02:00;2021-12-08T23:06:02+01:00;59;RATP;EDOUARD VAILLANT - CIMETIERE;652640;6854977;29879;bus;20908;3;true;unknown;unknown;Villejuif;94076;48.79313650662391,2.3553155246119357
50144719;1360870-1365084;2018-04-11T22:49:06+02:00;2021-12-08T23:06:00+01:00;59;RATP;CHEVILLY - DAHLIAS;652106;6852928;27963;bus;27344;3;true;unknown;unknown;L'Haÿ-les-Roses;94038;48.77466942647284,2.348277020189952
50144727;1360863-27955;2018-04-11T22:49:10+02:00;2021-12-08T23:05:53+01:00;59;RATP;CENTRE ADMINISTRATIF;650113;6850873;27955;bus;27380;3;true;unknown;unknown;Fresnes;94034;48.75603654947979,2.3213986710053236
50144728;1360862-1374464;2018-04-11T22:49:09+02:00;2021-12-08T23:05:52+01:00;59;RATP;MAISON DE RETRAITE;650285;6850512;27959;bus;27386;3;true;unknown;unknown;Fresnes;94034;48.75280309825405,2.323780285071798
50144730;1360860-799938;2018-04-11T22:49:08+02:00;2021-12-08T23:05:49+01:00;59;RATP;MARCHE NORD;650807;6851623;36636;bus;27393;3;true;unknown;unknown;Fresnes;94034;48.76283506244782,2.3307520715330043
50145218;1360851-799935;2018-04-11T22:51:24+02:00;2021-12-08T23:05:37+01:00;59;RATP;08-mai-45;649502;6850527;36640;bus;40123;3;true;unknown;unknown;Fresnes;94034;48.75287722033351,2.313128735921223
50145225;1360845-1306694;2018-04-11T22:51:21+02:00;2021-12-08T23:05:29+01:00;59;RATP;A.R.E.P.A.;650366;6852328;27960;bus;40202;3;true;unknown;unknown;L'Haÿ-les-Roses;94038;48.76914178516067,2.324670735425882
50145226;1360844-27645;2018-04-11T22:51:20+02:00;2021-12-08T23:05:27+01:00;59;RATP;LES COQUELICOTS;652474;6853026;27645;bus;40261;3;true;unknown;unknown;L'Haÿ-les-Roses;94038;48.775578007092236,2.353273474782994
50145836;1360831-1328359;2018-04-10T19:40:14+02:00;2021-12-08T23:05:12+01:00;59;RATP;PABLO NERUDA;651917;6873102;42130;tram;60601;3;true;true;true;Villetaneuse;93079;48.95607660427302,2.3434227030322985
50145848;1360824-42111;2018-04-10T19:40:17+02:00;2021-12-08T23:05:02+01:00;59;RATP;GILBERT BONNEMAISON;649301;6873044;42111;tram;60614;3;true;true;true;Épinay-sur-Seine;93031;48.95535414307456,2.3077097359073195
50147049;1360813-1369418;2019-02-12T11:18:03+01:00;2021-12-08T23:04:43+01:00;59;RATP;DAVOUT - LAGNY;656788;6861202;463523;bus;69519;1;true;unknown;unknown;Paris 20e;75120;48.849410679561615,2.411145766294909
50149166;1360799-1369348;2021-12-08T23:04:34+01:00;2021-12-08T23:04:34+01:00;59;RATP;ANDRE CITROEN - VISITEURS;662571;6873586;14546;bus;16324;4;unknown;unknown;unknown;Aulnay-sous-Bois;93005;48.961137181428356,2.488856520781937
50149169;1360793-1361212;2021-12-08T23:04:32+01:00;2021-12-08T23:04:32+01:00;59;RATP;MAIRIE DE FRESNES;650154;6850874;22860;bus;16005;3;unknown;unknown;unknown;Fresnes;94034;48.75604871088128,2.321956240298527
50149170;1360789-1324072;2021-12-08T23:04:31+01:00;2021-12-08T23:04:31+01:00;59;RATP;EMILE ZOLA;650229;6851075;482686;bus;50102;3;unknown;unknown;unknown;Fresnes;94034;48.75786222669224,2.3229529552606025
50146483;1354184-1361028;2018-04-11T01:11:19+02:00;2021-11-30T23:04:40+01:00;59;RATP;PREFECTURE DES HAUTS-DE-SEINE;642707;6866647;423676;bus;67924;3;true;unknown;unknown;Nanterre;92050;48.897277385253616,2.218539253802933
50147477;1354182-1369731;2020-01-29T23:02:34+01:00;2021-11-30T23:04:39+01:00;59;RATP;BOIELDIEU;644100;6865552;39353;bus;69988;3;false;unknown;unknown;Puteaux;92062;48.887553067135336,2.2376823802539314
50148935;1354180-1382019;2021-04-01T18:02:32+02:00;2021-11-30T23:04:38+01:00;59;RATP;PLACE JULES HENAFFE;650938;6858387;24150;bus;70246;1;unknown;unknown;unknown;Paris 14e;75114;48.82367635320798,2.3317554420353908
50148969;1354178-1277236;2021-05-19T18:02:39+02:00;2021-11-30T23:04:36+01:00;59;RATP;PASTEUR;668039;6857893;481017;bus;70258;4;unknown;unknown;unknown;Le Plessis-Trévise;94059;48.82030836131515,2.5647091838740868
50123561;1352706-1353436;2018-04-11T00:20:23+02:00;2021-11-17T23:04:45+01:00;59;RATP;SAINT-EXUPERY;650531;6871314;15148;bus;4299;3;true;unknown;unknown;Villeneuve-la-Garenne;92078;48.93989355198055,2.324706466288862
50123563;1352704-1236333;2018-04-11T00:20:22+02:00;2021-11-17T23:04:44+01:00;59;RATP;LA NOUE;650823;6870733;24084;bus;4303;3;true;unknown;unknown;Villeneuve-la-Garenne;92078;48.934691461139266,2.328759738736805
50142168;1352698-1353310;2018-04-11T00:41:26+02:00;2021-11-17T23:04:40+01:00;59;RATP;QUATRE CHEMINS;650239;6869456;9897;bus;11941;3;true;unknown;unknown;Gennevilliers;92036;48.923163407724616,2.320938729838024
50123458;1347870-23693;2018-04-11T00:20:34+02:00;2021-10-27T01:04:38+02:00;59;RATP;VALMY - GAMBETTA;645397;6870001;23693;bus;4155;3;true;unknown;unknown;Colombes;92025;48.92767151333498,2.2547961543448922
50123466;1347869-1328896;2018-04-11T00:20:25+02:00;2021-10-27T01:04:38+02:00;59;RATP;VALMY - GAMBETTA;645352;6869979;23691;bus;4163;3;true;unknown;unknown;Colombes;92025;48.92746986381412,2.2541848814268466
50123566;1347867-28763;2018-04-11T00:20:19+02:00;2021-10-27T01:04:37+02:00;59;RATP;LYCEE PETIET - C. COMMERCIALv;650933;6869929;28763;bus;4306;3;true;unknown;unknown;Villeneuve-la-Garenne;92078;48.92747007177837,2.330354173903949
50124762;1347865-1352155;2018-04-11T00:25:01+02:00;2021-10-27T01:04:36+02:00;59;RATP;VOLTAIRE LUMIERES;648369;6868263;427360;bus;6096;3;true;unknown;unknown;Asnières-sur-Seine;92004;48.91228820067932,2.29556642177264
50124764;1347864-1352149;2018-04-11T00:25:03+02:00;2021-10-27T01:04:36+02:00;59;RATP;VOLTAIRE LUMIERES;648362;6868283;7880;bus;6098;3;true;unknown;unknown;Asnières-sur-Seine;92004;48.91246748696875,2.2954684869229514
50126228;1347861-1327174;2018-04-11T00:16:53+02:00;2021-10-27T01:04:35+02:00;59;RATP;CAMELINAT - JAURES;648337;6869963;23705;bus;8252;3;true;unknown;unknown;Gennevilliers;92036;48.92757259707558,2.2949227478983993
