ArTId;ArTVersion;ArTCreated;ArTChanged;FournisseurId;FournisseurName;ArTName;ArTXEpsg2154;ArTYEpsg2154;ArRId;ArTType;ArTPrivateCode;ArTFareZone;ArTAccessibility;ArTAudibleSignals;ArTVisualSigns;ArTTown;ArTPostalRegion;ArTGeopoint
50145639;1267245-1377397;2018-04-11T23:23:05+02:00;2021-05-05T15:36:55+02:00;59;RATP;EUROPARC;661106;6851999;21790;bus;57505;3;false;unknown;unknown;Créteil;94028;48.766919598313095,2.4708261552012796
50145650;1267235-1324030;2018-04-11T23:22:23+02:00;2021-05-05T15:36:52+02:00;59;RATP;POINTE DU LAC;660583;6852205;21802;bus;57516;3;false;unknown;unknown;Créteil;94028;48.768740567691054,2.4636916397720716
50145659;1267230-27762;2018-04-11T23:22:09+02:00;2021-05-05T15:36:50+02:00;59;RATP;COLOMBE - HARDELET;666384;6856780;27762;bus;57643;4;false;unknown;unknown;Champigny-sur-Marne;94017;48.81021454238219,2.542257380694619
50145661;1267228-27775;2018-04-11T23:22:12+02:00;2021-05-05T15:36:50+02:00;59;RATP;RUE DU BOIS L'ABBE - LOUISE COLLET;666195;6856883;27775;bus;57645;4;false;unknown;unknown;Champigny-sur-Marne;94017;48.81113098393078,2.539675685930725
50145747;1267204-27913;2018-04-11T23:20:04+02:00;2021-05-05T15:36:42+02:00;59;RATP;CHARLES GARCIA - COLLEGE JEAN MACE;661925;6861833;27913;bus;58724;3;true;unknown;unknown;Fontenay-sous-Bois;94033;48.85540933214959,2.4810895200295207
50145770;1267198-1008232;2018-04-11T23:20:31+02:00;2021-05-05T15:36:40+02:00;59;RATP;DOLET - ZOLA;657601;6855695;27800;bus;59130;3;true;unknown;unknown;Alfortville;94002;48.799939000430584,2.4227727756064628
50146095;1267193-1326312;2018-04-11T23:28:18+02:00;2021-05-05T15:36:39+02:00;59;RATP;ARCUEIL-CACHAN RER;650672;6855526;29010;bus;63039;3;true;unknown;unknown;Cachan;94016;48.797926360532706,2.328463982430717
50146948;1267185-1030636;2019-02-12T11:27:25+01:00;2021-05-05T15:36:36+02:00;59;RATP;GRAVELLE - LIBERTE;656540;6858601;463664;bus;69419;2;true;unknown;unknown;Charenton-le-Pont;94018;48.826002923804786,2.408032085064209
50146949;1267184-1030640;2019-02-12T11:27:34+01:00;2021-05-05T15:36:36+02:00;59;RATP;GRAVELLE - JAURES;656931;6858445;463665;bus;69420;2;true;unknown;unknown;Charenton-le-Pont;94018;48.824626225942495,2.413373478284303
50147296;1267181-1300796;2019-08-06T18:04:54+02:00;2021-05-05T15:36:35+02:00;59;RATP;LENINE;650845;6856689;477660;bus;69893;2;false;unknown;unknown;Arcueil;94003;48.80839879433003,2.3306848367355366
50147313;1267180-1155701;2019-09-02T18:04:30+02:00;2021-05-05T15:36:34+02:00;59;RATP;VACHE NOIRE;650583;6856965;478344;bus;69913;2;false;unknown;unknown;Arcueil;94003;48.81086090799534,2.3270854808929453
50121405;1267173-30126;2018-04-11T19:07:49+02:00;2021-05-05T15:32:25+02:00;59;RATP;PLACE SEVERINE;656612;6864854;30126;bus;1453;2;true;unknown;unknown;Le Pré-Saint-Gervais;93061;48.8822408564389,2.4083746207907466
50121406;1267172-1350159;2018-04-11T19:07:50+02:00;2021-05-05T15:32:25+02:00;59;RATP;JEAN JAURES-BELVEDERE;656597;6864674;30122;bus;1454;2;true;unknown;unknown;Le Pré-Saint-Gervais;93061;48.88062114977213,2.408188488266048
50122264;1267149-1011721;2018-04-11T19:09:35+02:00;2021-05-05T15:32:18+02:00;59;RATP;NOISY-LE-SEC RER;660382;6866313;36514;bus;2653;3;true;unknown;unknown;Noisy-le-Sec;93053;48.89560424030924,2.459643356710149
50122265;1267148-836744;2018-04-11T19:09:34+02:00;2021-05-05T15:32:18+02:00;59;RATP;SAINT-JEAN;660193;6866093;425846;bus;2654;3;true;unknown;unknown;Noisy-le-Sec;93053;48.89361419050146,2.4570862652986167
50122524;1267129-26000;2018-04-11T19:10:13+02:00;2021-05-05T15:32:12+02:00;59;RATP;VILLEBOIS - MAREUIL;665081;6861782;26000;bus;2955;4;true;unknown;unknown;Neuilly-sur-Marne;93050;48.855129474451665,2.524104609224317
50122541;1267121-36221;2018-04-11T19:09:48+02:00;2021-05-05T15:32:09+02:00;59;RATP;RUE DES POMMIERS;666013;6863339;36221;bus;2974;4;true;unknown;unknown;Neuilly-sur-Marne;93050;48.86918143023137,2.5366816172597813
50122544;1267118-1336634;2018-04-11T19:10:01+02:00;2021-05-05T15:32:08+02:00;59;RATP;CIMETIERE DE NEUILLY-SUR-MARNE;665514;6862600;27429;bus;2977;4;true;unknown;unknown;Neuilly-sur-Marne;93050;48.862509097636064,2.529939267981774
50122621;1267103-1251466;2018-04-11T19:10:33+02:00;2021-05-05T15:32:04+02:00;59;RATP;GENERAL LECLERC;664141;6865242;27373;bus;3067;4;true;unknown;unknown;Villemomble;93077;48.886193352482294,2.511002077899639
50122626;1267098-37152;2018-04-11T19:11:04+02:00;2021-05-05T15:32:02+02:00;59;RATP;ALLEE DE LA TOUR;663752;6866344;37152;bus;3072;4;true;unknown;unknown;Villemomble;93077;48.89608158319891,2.5056034557884357
50122654;1267087-1210868;2018-04-11T19:11:15+02:00;2021-05-05T15:31:59+02:00;59;RATP;STRASBOURG;663370;6863108;27139;bus;3109;3;true;unknown;unknown;Rosny-sous-Bois;93064;48.86695917495406,2.5006724892776973
50122790;1267075-1244045;2018-04-11T19:18:27+02:00;2021-05-05T15:31:55+02:00;59;RATP;EGLISE DE ROSNY-SOUS-BOIS;662071;6863876;7805;bus;3291;3;true;unknown;unknown;Rosny-sous-Bois;93064;48.873790543636304,2.4828969090876756
50122887;1267043-1369504;2018-04-11T19:16:43+02:00;2021-05-05T15:31:45+02:00;59;RATP;AVENUE DU RAINCY;663887;6865050;7825;bus;3439;4;true;unknown;unknown;Villemomble;93077;48.88445253914533,2.507554777486337
50123107;1267017-26434;2018-04-11T19:13:52+02:00;2021-05-05T15:31:36+02:00;59;RATP;ROUSSILLON;665779;6862974;26434;bus;3713;4;false;unknown;unknown;Neuilly-sur-Marne;93050;48.86588660849817,2.533521145390504
50123174;1267004-1001801;2018-04-11T19:13:14+02:00;2021-05-05T15:31:32+02:00;59;RATP;RUE DE ROMAINVILLE;659631;6864249;25156;bus;3793;3;true;unknown;unknown;Romainville;93063;48.87699655235979,2.4495968921236564
50123183;1267003-27408;2018-04-11T19:13:10+02:00;2021-05-05T15:31:32+02:00;59;RATP;TROIS COMMUNES;659622;6864372;27408;bus;3812;3;true;unknown;unknown;Romainville;93063;48.87810210501202,2.4494624951634356
50123184;1267002-1274112;2018-04-11T19:12:59+02:00;2021-05-05T15:31:32+02:00;59;RATP;FORT DE NOISY;659270;6864850;27407;bus;3813;3;true;unknown;unknown;Romainville;93063;48.882378494083206,2.4446174378894465
50123192;1266998-23585;2018-04-11T19:12:50+02:00;2021-05-05T15:31:30+02:00;59;RATP;PAUL BERT - CIMETIERE;656752;6865572;23585;bus;3824;2;true;unknown;unknown;Pantin;93055;48.888707049525294,2.4102104208025326
50123248;1266988-1373512;2018-04-11T19:11:49+02:00;2021-05-05T15:31:27+02:00;59;RATP;PANTIN RER - MAIRIE;655973;6866526;37454;bus;3894;2;true;unknown;unknown;Pantin;93055;48.89723324372584,2.3994883646891076
50123254;1266982-37361;2018-04-11T19:11:36+02:00;2021-05-05T15:31:25+02:00;59;RATP;MANUFACTURE DES TABACS;657211;6866029;37361;bus;3901;2;true;unknown;unknown;Pantin;93055;48.892847373867454,2.4164236916907007
50123255;1266981-1270383;2018-04-11T19:11:35+02:00;2021-05-05T15:31:25+02:00;59;RATP;CHARLES AURAY;657199;6865769;37362;bus;3902;2;true;unknown;unknown;Pantin;93055;48.890508480073464,2.416286248668091
50123259;1266977-29322;2018-04-11T19:11:29+02:00;2021-05-05T15:31:24+02:00;59;RATP;CONVENTION;656822;6864931;29322;bus;3906;2;true;unknown;unknown;Le Pré-Saint-Gervais;93061;48.88294741341268,2.4112301809885834
50123516;1266966-36518;2018-04-11T19:21:46+02:00;2021-05-05T15:31:20+02:00;59;RATP;DIVISION LECLERC - COURTILLIERES;656626;6868353;36518;bus;4229;3;true;unknown;unknown;Pantin;93055;48.91370697337049,2.408207943056221
50123520;1266965-1216882;2018-04-11T19:20:36+02:00;2021-05-05T15:31:19+02:00;59;RATP;LA FOURCHE;663067;6867677;13091;bus;4234;4;true;unknown;unknown;Les Pavillons-sous-Bois;93057;48.90802985866479,2.4961447902406757
50123524;1266962-1216878;2018-04-11T19:20:33+02:00;2021-05-05T15:31:18+02:00;59;RATP;LA FOURCHE;662875;6867671;7951;bus;4238;4;true;unknown;unknown;Les Pavillons-sous-Bois;93057;48.907964857039744,2.493526043769779
50123653;1266943-1349471;2018-04-11T19:19:40+02:00;2021-05-05T15:31:11+02:00;59;RATP;FRANCOIS BEGUE;654949;6872601;28141;bus;4445;3;true;unknown;unknown;Stains;93072;48.951791104823585,2.3848764718302653
50123667;1266939-1306976;2018-04-11T19:19:29+02:00;2021-05-05T15:31:09+02:00;59;RATP;BREMENT;661047;6865340;25952;bus;4476;3;true;unknown;unknown;Noisy-le-Sec;93053;48.88689490132911,2.4688024037911713
50123671;1266935-838960;2018-04-11T19:19:25+02:00;2021-05-05T15:31:08+02:00;59;RATP;LES CARROUGES;661178;6865647;26446;bus;4482;3;true;unknown;unknown;Noisy-le-Sec;93053;48.88966358702905,2.47056071214152
50123672;1266934-1038965;2018-04-11T19:19:19+02:00;2021-05-05T15:31:08+02:00;59;RATP;11-nov-18;660905;6865958;2241;bus;4483;3;true;unknown;unknown;Noisy-le-Sec;93053;48.89244380510443,2.4668091186835315
50123772;1266923-1244065;2018-04-11T19:19:08+02:00;2021-05-05T15:31:04+02:00;59;RATP;LES MARNAUDES;662633;6864923;7943;bus;4639;3;true;unknown;unknown;Rosny-sous-Bois;93064;48.88323890327832,2.490466585016524
50123778;1266917-25951;2018-04-11T19:35:19+02:00;2021-05-05T15:31:02+02:00;59;RATP;SQUARE STEPHENSON;660550;6865477;25951;bus;4646;3;true;unknown;unknown;Noisy-le-Sec;93053;48.88809664903488,2.4620123515706
50123781;1266914-1328458;2018-04-11T19:35:42+02:00;2021-05-05T15:31:01+02:00;59;RATP;CHAALONS;659547;6865839;7940;bus;4649;3;true;unknown;unknown;Noisy-le-Sec;93053;48.891289778377086,2.448300185556949
50123815;1266898-914158;2018-04-11T19:34:13+02:00;2021-05-05T15:30:56+02:00;59;RATP;BUTTE MONTCELEUX;665575;6872147;19738;bus;4702;4;true;unknown;unknown;Sevran;93071;48.94836519148731,2.529996150150653
50123882;1266888-25443;2018-04-11T19:37:04+02:00;2021-05-05T15:30:52+02:00;59;RATP;ETIENNE DOLET - DE GAULLE;653639;6874232;25443;bus;4809;4;true;unknown;unknown;Pierrefitte-sur-Seine;93059;48.9663640789595,2.3668119972312858
50123886;1266884-7991;2018-04-11T19:36:49+02:00;2021-05-05T15:30:51+02:00;59;RATP;YSER;651287;6872924;7991;bus;4817;3;false;unknown;unknown;Villetaneuse;93079;48.954428599981014,2.334840880142183
50123934;1266875-1327719;2018-04-11T19:31:28+02:00;2021-05-05T15:30:48+02:00;59;RATP;CHEMIN DES VIGNES;657247;6867204;28279;bus;4893;2;false;unknown;unknown;Pantin;93055;48.903416099804296,2.416796301297153
50123935;1266874-1327782;2018-04-11T19:31:25+02:00;2021-05-05T15:30:48+02:00;59;RATP;CIMETIERE PARISIEN;656969;6867007;423719;bus;4894;2;false;unknown;unknown;Pantin;93055;48.90162603592979,2.4130241534934838
50123960;1266867-26663;2018-04-11T19:29:47+02:00;2021-05-05T15:30:45+02:00;59;RATP;HELENE COCHENNEC;656494;6868689;26663;bus;4923;3;true;unknown;unknown;Pantin;93055;48.91671953522979,2.406372547458123
50123969;1266866-883234;2018-04-11T19:32:48+02:00;2021-05-05T15:30:45+02:00;59;RATP;PORTE DE PARIS;652867;6870282;22346;bus;4934;3;true;unknown;unknown;Saint-Denis;93066;48.93078894242873,2.356708155452563
50123978;1266857-24508;2018-04-11T19:32:56+02:00;2021-05-05T15:30:42+02:00;59;RATP;NELSON MANDELA;654296;6872533;24508;bus;4946;3;true;unknown;unknown;Stains;93072;48.9511335640363,2.3759681568025677
50124011;1266835-42098;2018-04-11T19:31:59+02:00;2021-05-05T15:30:34+02:00;59;RATP;MAIRIE DE STAINS;654762;6872832;42098;bus;4995;3;true;unknown;unknown;Stains;93072;48.953855162780854,2.3822986166791376
50124012;1266834-24928;2018-04-11T19:31:47+02:00;2021-05-05T15:30:34+02:00;59;RATP;MARCEL POINTET;654704;6872644;24928;bus;4996;3;true;unknown;unknown;Stains;93072;48.95216055803237,2.3815267951245414
50124013;1266833-24507;2018-04-11T19:31:49+02:00;2021-05-05T15:30:34+02:00;59;RATP;NELSON MANDELA;654234;6872550;24507;bus;4997;3;true;unknown;unknown;Stains;93072;48.95128202151308,2.3751198216360487
50124014;1266832-1349095;2018-04-11T19:31:50+02:00;2021-05-05T15:30:33+02:00;59;RATP;CHARLES PEGUY;654231;6872784;24927;bus;4998;3;true;unknown;unknown;Stains;93072;48.95338596854237,2.3750535757752846
50124026;1266821-780536;2018-04-11T19:32:35+02:00;2021-05-05T15:30:30+02:00;59;RATP;PLACE JEAN POULMARCH;651859;6870505;24515;bus;5046;3;false;unknown;unknown;Saint-Denis;93066;48.932719585321614,2.3429258317303057
50124033;1266816-7980;2018-04-11T19:28:12+02:00;2021-05-05T15:30:28+02:00;59;RATP;PROUDHON;653004;6867519;7980;bus;5075;2;true;unknown;unknown;Saint-Denis;93066;48.90595294494212,2.358884084468487
50124057;1266804-1301950;2018-04-11T19:27:31+02:00;2021-05-05T15:30:25+02:00;59;RATP;ROBINSON - LIMITE DE SAINT-DENIS;652074;6872066;26993;bus;5124;3;false;unknown;unknown;Villetaneuse;93079;48.94677248853652,2.3456836751057977
50124523;1266787-39643;2018-04-11T19:43:39+02:00;2021-05-05T15:30:19+02:00;59;RATP;LES SABLONS;654279;6874783;39643;bus;5766;4;true;unknown;unknown;Stains;93072;48.971364501244196,2.375493088063818
50124606;1266779-1380005;2018-04-11T19:41:40+02:00;2021-05-05T15:30:16+02:00;59;RATP;MONTGOLFIER;656141;6866152;36694;bus;5893;2;false;unknown;unknown;Pantin;93055;48.893881466563656,2.401818376970278
50124614;1266774-35170;2018-04-11T19:42:45+02:00;2021-05-05T15:30:15+02:00;59;RATP;HOPITAL;653276;6870086;35170;bus;5902;3;true;unknown;unknown;Saint-Denis;93066;48.92905628226267,2.362311726118589
50124695;1266764-27427;2018-04-11T19:39:26+02:00;2021-05-05T15:30:11+02:00;59;RATP;LANDY - JAURES;651491;6868530;27427;bus;5996;2;false;unknown;unknown;Saint-Ouen;93070;48.91493206699142,2.3381292001897527
50124696;1266763-1271749;2018-04-11T19:39:41+02:00;2021-05-05T15:30:11+02:00;59;RATP;LANDY - ORNANO;651838;6868436;27426;bus;5997;2;false;unknown;unknown;Saint-Ouen;93070;48.91411284145904,2.342874222224204
50124697;1266762-27006;2018-04-11T19:39:39+02:00;2021-05-05T15:30:11+02:00;59;RATP;LANDY - JAURES;651504;6868592;27006;bus;5998;2;true;unknown;unknown;Saint-Denis;93066;48.91549057641018,2.3382994788302
50124714;1266756-26964;2018-04-11T19:40:53+02:00;2021-05-05T15:30:09+02:00;59;RATP;LANDY - CHEMINOTS;652552;6868599;26964;bus;6039;2;true;unknown;unknown;Saint-Denis;93066;48.91563164488227,2.352597415793624
50125642;1266746-8252;2018-04-11T19:07:34+02:00;2021-05-05T15:30:05+02:00;59;RATP;RUE DE LA POINTE;667386;6863353;8252;bus;7385;4;true;unknown;unknown;Neuilly-sur-Marne;93050;48.869378318063916,2.555397181728546
50125767;1266740-1251754;2018-04-11T19:07:47+02:00;2021-05-05T15:30:03+02:00;59;RATP;AVENUE DE STALINGRAD N0 215;655654;6873065;36586;bus;7607;3;true;unknown;unknown;Stains;93072;48.95601245864394,2.3944535331409056
50125811;1266736-1333693;2018-04-11T19:07:49+02:00;2021-05-05T15:30:01+02:00;59;RATP;EGLISE DE VILLETANEUSE;651969;6873921;41751;bus;7671;4;true;unknown;unknown;Villetaneuse;93079;48.96344497767014,2.3440398326230327
50126170;1266708-1349476;2018-04-11T19:08:35+02:00;2021-05-05T15:29:52+02:00;59;RATP;FRANCOIS COPPEE;663696;6865407;36446;bus;8169;4;true;unknown;unknown;Villemomble;93077;48.887652225735344,2.5049198034606555
50126208;1266701-27840;2018-04-11T19:08:41+02:00;2021-05-05T15:29:50+02:00;59;RATP;MEISSONIER;663370;6865276;27840;bus;8228;4;true;unknown;unknown;Villemomble;93077;48.88645570774954,2.5004855375776884
50126210;1266699-1369510;2018-04-11T19:08:42+02:00;2021-05-05T15:29:50+02:00;59;RATP;AVENUE DU RAINCY;664000;6865278;27833;bus;8230;4;true;unknown;unknown;Villemomble;93077;48.88650922513476,2.5090763025263025
50126212;1266697-27838;2018-04-11T19:08:42+02:00;2021-05-05T15:29:49+02:00;59;RATP;POTTIER;664553;6864984;27838;bus;8232;4;true;unknown;unknown;Villemomble;93077;48.88389602075169,2.516641787668381
50126215;1266694-1301791;2018-04-11T19:08:44+02:00;2021-05-05T15:29:48+02:00;59;RATP;PLACE DE LA RESISTANCE;665602;6861937;25994;bus;8236;4;true;unknown;unknown;Neuilly-sur-Marne;93050;48.856551426033285,2.531192374932968
50126218;1266691-1250809;2018-04-11T19:08:45+02:00;2021-05-05T15:29:47+02:00;59;RATP;REPUBLIQUE;666922;6860659;36226;bus;8240;4;true;unknown;unknown;Noisy-le-Grand;93051;48.84512735978457,2.5492815716743573
50141433;1266687-36232;2018-04-11T19:40:03+02:00;2021-05-05T15:29:46+02:00;59;RATP;VICTOR HUGO;668774;6858544;36232;bus;8528;4;false;unknown;unknown;Noisy-le-Grand;93051;48.82619905070071,2.574671516670063
50141443;1266677-36464;2018-04-11T19:47:48+02:00;2021-05-05T15:29:43+02:00;59;RATP;LES HAUTS BATONS;668879;6860919;36464;bus;8539;4;true;unknown;unknown;Noisy-le-Grand;93051;48.84756306997483,2.575927956567272
50141446;1266674-815280;2018-04-11T19:47:32+02:00;2021-05-05T15:29:42+02:00;59;RATP;POINTE DE GOURNAY;668078;6861139;28492;bus;8542;4;true;unknown;unknown;Noisy-le-Grand;93051;48.849502375246225,2.5649967885107308
50141448;1266672-1236974;2018-04-11T19:47:13+02:00;2021-05-05T15:29:42+02:00;59;RATP;PAYRET;650628;6867133;40011;bus;8544;2;false;unknown;unknown;Saint-Ouen;93070;48.90230397564508,2.326517316034991
50141463;1266657-36466;2018-04-11T19:46:53+02:00;2021-05-05T15:29:37+02:00;59;RATP;LA BUTTE VERTE;668644;6860003;36466;bus;8562;4;true;unknown;unknown;Noisy-le-Grand;93051;48.839313920601356,2.5727933078916654
50141496;1266646-29378;2018-04-11T19:46:08+02:00;2021-05-05T15:29:33+02:00;59;RATP;CITE DU 1ER MAI;661204;6865815;29378;bus;8610;3;true;unknown;unknown;Noisy-le-Sec;93053;48.89117593312885,2.4708999276205934
50141523;1266643-1245954;2018-04-11T19:44:46+02:00;2021-05-05T15:29:32+02:00;59;RATP;ROISSYPOLE - GARE - RER;667786;6879046;471706;bus;8657;5;true;unknown;unknown;Tremblay-en-France;93073;49.01051590181324,2.5596569769619153
50141838;1266639-1369286;2018-04-11T19:26:31+02:00;2021-05-05T15:29:30+02:00;59;RATP;ALLEE DES BOSQUETS;664783;6866985;19221;bus;10092;4;false;unknown;unknown;Le Raincy;93062;48.901903127102244,2.5196120110341167
50141840;1266638-926154;2018-04-11T19:26:38+02:00;2021-05-05T15:29:29+02:00;59;RATP;GASTON BUSSIERE;665568;6870918;19048;bus;10128;4;false;unknown;unknown;Sevran;93071;48.93731323014135,2.530000455200971
50141893;1266632-26897;2018-04-11T19:26:14+02:00;2021-05-05T15:29:27+02:00;59;RATP;DIDEROT;662123;6862949;26897;bus;10918;3;true;unknown;unknown;Rosny-sous-Bois;93064;48.86545717545393,2.4836884644292576
50142213;1266613-1379076;2018-04-11T19:20:04+02:00;2021-05-05T15:29:21+02:00;59;RATP;SEVRAN - AVENUE RONSARD;666002;6872103;22604;bus;12117;4;true;unknown;unknown;Sevran;93071;48.94799224370908,2.535829368911644
50142468;1266608-1373313;2018-04-11T19:24:08+02:00;2021-05-05T15:29:19+02:00;59;RATP;RUE DES FRERES LUMIERE N0 67;664960;6863194;34126;bus;12743;4;true;unknown;unknown;Neuilly-sur-Marne;93050;48.86782102790526,2.5223391879324173
50142509;1266600-1238504;2018-04-11T19:23:48+02:00;2021-05-05T15:29:16+02:00;59;RATP;GABRIEL PERI - DE GAULLE;661825;6864265;26381;bus;12850;3;true;unknown;unknown;Rosny-sous-Bois;93064;48.87727423155258,2.4795082197882006
50142510;1266599-1238562;2018-04-11T19:23:44+02:00;2021-05-05T15:29:16+02:00;59;RATP;VAN DERHEYDEN;662122;6864273;26379;bus;12851;3;true;unknown;unknown;Rosny-sous-Bois;93064;48.87736371154481,2.4835567960766918
50142512;1266597-1369306;2018-04-11T19:23:35+02:00;2021-05-05T15:29:15+02:00;59;RATP;ALSACE LORRAINE;662427;6864904;25114;bus;12853;3;true;unknown;unknown;Rosny-sous-Bois;93064;48.88305605286072,2.487659345169457
50142547;1266585-894088;2018-04-11T19:25:12+02:00;2021-05-05T15:29:11+02:00;59;RATP;GABRIEL HUSSON;658662;6864632;37059;bus;12904;3;false;unknown;unknown;Romainville;93063;48.880379324287894,2.4363484229816854
50142548;1266584-26522;2018-04-11T19:25:17+02:00;2021-05-05T15:29:11+02:00;59;RATP;LES NOYERS;658359;6864466;26522;bus;12905;3;true;unknown;unknown;Romainville;93063;48.87886699930685,2.4322333762423387
50142611;1266571-40786;2018-04-11T19:21:36+02:00;2021-05-05T15:29:07+02:00;59;RATP;SAINT-GOBAIN;653537;6868228;40786;bus;13054;2;true;unknown;unknown;Saint-Denis;93066;48.91236731578737,2.3660772687884126
50142708;1266565-1301732;2018-04-11T19:22:24+02:00;2021-05-05T15:29:05+02:00;59;RATP;MAIRIE DES PAVILLONS-SOUS-BOIS;663943;6867067;21617;bus;13335;4;true;unknown;unknown;Les Pavillons-sous-Bois;93057;48.902594021055734,2.5081470662336818
50142806;1266547-1366802;2018-04-11T19:14:43+02:00;2021-05-05T15:28:59+02:00;59;RATP;LE GLOBE;654966;6872361;38559;bus;13528;3;true;unknown;unknown;Stains;93072;48.94963417669594,2.385134095818147
50142808;1266545-816290;2018-04-11T19:15:00+02:00;2021-05-05T15:28:58+02:00;59;RATP;CLOS HANOT;654205;6872147;28341;bus;13530;3;true;unknown;unknown;Stains;93072;48.94765611560123,2.374767446050903
50142812;1266541-1214140;2018-04-11T19:14:55+02:00;2021-05-05T15:28:57+02:00;59;RATP;AMBROISE CROIZAT;652553;6869914;8422;bus;13543;3;true;unknown;unknown;Saint-Denis;93066;48.927456691352326,2.352463924714434
50142814;1266539-26985;2018-04-11T19:14:53+02:00;2021-05-05T15:28:57+02:00;59;RATP;DOCTEUR FINOT;651931;6868830;26985;bus;13546;2;true;unknown;unknown;Saint-Denis;93066;48.9176628055114,2.3440984097177333
50142815;1266538-25465;2018-04-11T19:14:52+02:00;2021-05-05T15:28:56+02:00;59;RATP;LANDY - ORNANO;651925;6868391;25465;bus;13547;2;true;unknown;unknown;Saint-Ouen;93070;48.91371468702981,2.3440663019824015
50142819;1266534-7983;2018-04-11T19:15:06+02:00;2021-05-05T15:28:55+02:00;59;RATP;PONT DU CANAL;652905;6869763;7983;bus;13555;3;true;unknown;unknown;Saint-Denis;93066;48.926124710194266,2.35728442843887
50142860;1266515-1349082;2018-04-11T19:11:33+02:00;2021-05-05T15:28:49+02:00;59;RATP;LYCEE DE STAINS;653764;6872751;420416;bus;13673;3;true;unknown;unknown;Stains;93072;48.95305582269409,2.3686808623053937
50142864;1266511-25630;2018-04-11T19:11:59+02:00;2021-05-05T15:28:47+02:00;59;RATP;JEAN JAURES - SALENGRO;652037;6874035;25630;bus;13680;4;true;unknown;unknown;Villetaneuse;93079;48.96447514326945,2.344955551931468
50142914;1266501-1366799;2018-04-11T19:13:01+02:00;2021-05-05T15:28:43+02:00;59;RATP;LE GLOBE;655016;6872326;29028;bus;13751;3;true;unknown;unknown;Stains;93072;48.949322949803914,2.3858204536526073
50142925;1266499-29318;2018-04-11T19:12:49+02:00;2021-05-05T15:28:42+02:00;59;RATP;LOUIS NADOT;656681;6866403;29318;bus;13783;2;true;unknown;unknown;Pantin;93055;48.89617518134525,2.409157406708578
50143082;1266492-39727;2018-04-11T19:18:54+02:00;2021-05-05T15:28:39+02:00;59;RATP;RUE AMPERE;651650;6869399;39727;bus;14096;2;false;unknown;unknown;Saint-Denis;93066;48.92275841524014,2.3401994685972882
50143193;1266476-1324107;2018-04-11T19:16:03+02:00;2021-05-05T15:28:34+02:00;59;RATP;MAIRIE DE SAINT-OUEN - REPUBLIQUE;651182;6868195;25884;bus;14660;2;true;unknown;unknown;Saint-Ouen;93070;48.9118962391177,2.3339518684195686
50143586;1266451-909772;2018-04-11T19:08:34+02:00;2021-05-05T15:28:24+02:00;59;RATP;CIMETIERE DE VILLEMOMBLE;663148;6864936;25972;bus;15737;3;true;unknown;unknown;Villemomble;93077;48.88338548935588,2.4974877646814244
50143706;1266443-1399298;2018-04-11T19:08:46+02:00;2021-05-05T15:28:21+02:00;59;RATP;LA PLAINE - STADE DE FRANCE RER;653219;6868921;26962;bus;16023;2;true;unknown;unknown;Saint-Denis;93066;48.91857603586372,2.3616623580623224
50143708;1266441-25569;2018-04-11T19:08:49+02:00;2021-05-05T15:28:21+02:00;59;RATP;JEAN-BAPTISTE CLEMENT - CARNOT;651499;6872781;25569;bus;16030;3;true;unknown;unknown;Villetaneuse;93079;48.95315875461096,2.337751906521756
50143709;1266440-717023;2018-04-11T19:08:48+02:00;2021-05-05T15:28:20+02:00;59;RATP;GARE DE PIERREFITTE - STAINS RER;653965;6873940;413323;bus;16031;4;true;unknown;unknown;Pierrefitte-sur-Seine;93059;48.963761830871746,2.3712959948874954
50143710;1266439-1327631;2018-04-11T19:08:48+02:00;2021-05-05T15:28:20+02:00;59;RATP;JEAN-BAPTISTE CLEMENT - CARNOT;651431;6872777;2140;bus;16033;3;false;unknown;unknown;Villetaneuse;93079;48.953117654250214,2.3368239152051498
50143753;1266432-39756;2018-04-11T19:10:10+02:00;2021-05-05T15:28:18+02:00;59;RATP;STADE DE FRANCE - SAINT-DENIS RER;652606;6868869;39756;bus;16172;2;false;unknown;unknown;Saint-Denis;93066;48.9180635758642,2.3533040129273837
50143811;1266423-9989;2018-04-11T19:10:50+02:00;2021-05-05T15:28:15+02:00;59;RATP;GARE TGV-SNCF;668633;6878346;9989;bus;16328;5;true;unknown;unknown;Tremblay-en-France;93073;49.00426353979924,2.571286598631353
50143913;1266416-26958;2018-04-11T19:10:57+02:00;2021-05-05T15:28:12+02:00;59;RATP;LA PLAINE - STADE DE FRANCE RER;653236;6868979;26958;bus;16562;2;true;unknown;unknown;Saint-Denis;93066;48.91909883102112,2.3618879214029898
50144148;1266411-1204333;2018-04-11T19:09:44+02:00;2021-05-05T15:28:11+02:00;59;RATP;MERE TERESA;665658;6870832;26478;bus;17039;4;true;unknown;unknown;Sevran;93071;48.93654469549219,2.53123590234047
50144290;1266398-1366131;2018-04-11T19:07:10+02:00;2021-05-05T15:28:07+02:00;59;RATP;ETIENNE MARCEL - CORNET;656411;6865920;22569;bus;18819;2;true;unknown;unknown;Pantin;93055;48.891813506966585,2.405524519364409
